,ï»¿S_No,State,st_case,PERMVIT,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD,LGT_COND,WEATHER,DRUNK_DR,fatals,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,Cname,Sname,lighting,climate,drunk
5878,5879,10,100070,1,5,200,27,7,2015,2,11,32,38.71331111,-75.37713889,1,10,1,1,11,32,11,42,88,88,GEORGETOWN,Delaware,Daylight,Unknown,TRUE
5879,5880,10,100071,5,5,210,31,7,2015,6,18,58,38.83806111,-75.50501944,1,1,0,1,19,0,19,12,19,39,GREENWOOD,Delaware,Daylight,Clear,FALSE
5880,5881,10,100072,1,3,490,5,7,2015,1,2,5,39.74673889,-75.65973056,2,1,1,1,88,88,88,88,88,88,WILMINGTON,Delaware,Dark,Clear,TRUE
5881,5882,10,100073,2,3,490,14,7,2015,3,13,37,39.75076944,-75.55463889,1,10,0,1,99,99,99,99,99,99,WILMINGTON,Delaware,Daylight,Unknown,FALSE
5882,5883,10,100074,2,1,450,23,7,2015,5,15,33,39.29896944,-75.61586944,1,1,2,1,99,99,99,99,99,99,SMYRNA,Delaware,Daylight,Clear,TRUE
5883,5884,10,100075,2,5,420,12,8,2015,4,12,48,38.69013056,-75.59051944,1,1,0,1,12,50,12,55,99,99,SEAFORD,Delaware,Daylight,Clear,FALSE
5884,5885,10,100076,1,5,260,25,8,2015,3,16,53,38.59116111,-75.57573889,1,1,0,1,16,53,17,0,17,20,LAUREL,Delaware,Daylight,Clear,FALSE
5885,5886,10,100077,1,5,260,25,8,2015,3,20,9,38.55501944,-75.53663889,2,1,1,1,20,11,20,16,99,98,LAUREL,Delaware,Dark,Clear,TRUE
5886,5887,10,100078,2,3,370,8,11,2015,1,21,35,39.58990833,-75.62994444,3,1,0,1,20,41,20,43,21,10,NEW CASTLE,Delaware,Dark,Clear,FALSE
5887,5888,10,100079,7,3,490,2,10,2015,6,7,43,39.72449444,-75.55581111,1,2,0,1,7,48,7,54,8,10,WILMINGTON,Delaware,Daylight,Rain,FALSE
5888,5889,10,100080,1,3,360,10,11,2015,3,0,43,39.62378056,-75.68152778,2,2,0,1,0,42,0,50,88,88,NEWARK,Delaware,Dark,Rain,FALSE
5889,5890,10,100081,1,3,360,30,12,2015,4,20,34,39.64743056,-75.70803889,3,2,0,1,20,31,20,40,20,53,NEWARK,Delaware,Dark,Rain,FALSE
5890,5891,10,100082,3,3,8,7,11,2015,7,22,22,39.63776111,-75.65149722,3,10,1,1,22,22,22,37,22,47,BEAR,Delaware,Dark,Unknown,TRUE
5891,5892,10,100083,3,5,200,7,11,2015,7,21,3,38.75808333,-75.4381,2,10,0,1,21,9,21,13,21,40,GEORGETOWN,Delaware,Dark,Unknown,FALSE
5892,5893,10,100084,2,3,8,25,12,2015,6,1,31,39.6428,-75.64285,2,2,1,1,1,36,1,42,2,4,BEAR,Delaware,Dark,Rain,TRUE
5893,5894,10,100085,1,3,490,3,10,2015,7,22,16,39.73846111,-75.56445,2,10,0,1,99,99,99,99,99,99,WILMINGTON,Delaware,Dark,Unknown,FALSE
5894,5895,10,100086,1,3,360,19,10,2015,2,20,45,39.65098611,-75.62212778,3,1,0,1,20,46,20,49,21,5,NEWARK,Delaware,Dark,Clear,FALSE
5895,5896,10,100087,2,1,130,19,10,2015,2,17,36,39.22042778,-75.56341111,1,1,1,1,17,40,17,44,18,30,DOVER,Delaware,Daylight,Clear,TRUE
5896,5897,10,100088,3,5,260,23,12,2015,4,10,11,38.51185,-75.55725,1,2,0,2,10,18,10,22,10,55,LAUREL,Delaware,Daylight,Rain,FALSE
5897,5898,10,100089,1,1,130,13,10,2015,3,21,55,39.19162222,-75.54421944,2,10,0,1,99,99,99,99,99,99,DOVER,Delaware,Dark,Unknown,FALSE
5898,5899,10,100090,3,1,130,12,10,2015,2,17,57,39.15004722,-75.56073889,5,1,0,1,99,99,99,99,99,99,DOVER,Delaware,Dusk,Clear,FALSE
5899,5900,10,100091,2,3,360,2,10,2015,6,15,4,39.64141667,-75.73303889,1,2,0,1,15,6,15,12,15,36,NEWARK,Delaware,Daylight,Rain,FALSE
5900,5901,10,100092,2,5,180,7,10,2015,4,17,15,38.51033889,-75.22771944,1,1,0,1,17,19,17,24,18,8,FRANKFORD,Delaware,Daylight,Clear,FALSE
5901,5902,10,100093,2,5,200,5,10,2015,2,20,58,38.71928056,-75.38871944,2,1,1,1,21,0,21,4,88,88,GEORGETOWN,Delaware,Dark,Clear,TRUE
5902,5903,10,100094,1,3,460,3,10,2015,7,2,25,39.44761111,-75.66443889,2,2,1,1,2,4,2,15,88,88,TOWNSEND,Delaware,Dark,Rain,TRUE
5903,5904,10,100095,2,1,130,21,10,2015,4,14,5,39.13170556,-75.54654722,1,1,0,1,14,8,14,12,99,99,DOVER,Delaware,Daylight,Clear,FALSE
5904,5905,10,100096,1,3,150,21,12,2015,2,17,43,39.75311111,-75.56888889,3,10,1,1,99,99,99,99,99,99,ELSMERE,Delaware,Dark,Unknown,TRUE
5905,5906,10,100097,2,1,320,17,12,2015,5,12,15,38.96401111,-75.48391944,1,2,0,1,12,17,12,24,12,48,MILFORD,Delaware,Daylight,Rain,FALSE
5906,5907,10,100098,2,5,140,9,12,2015,4,13,47,38.82826944,-75.42918056,1,1,0,1,13,46,13,50,14,17,ELLENDALE,Delaware,Daylight,Clear,FALSE
5907,5908,10,100099,6,3,8,29,11,2015,1,10,15,39.61668889,-75.64496944,1,2,0,1,10,20,10,29,10,54,BEAR,Delaware,Daylight,Rain,FALSE
5908,5909,10,100100,2,1,130,25,11,2015,4,21,1,39.20768889,-75.56616667,2,1,0,1,21,6,21,11,99,99,DOVER,Delaware,Dark,Clear,FALSE
5909,5910,10,100101,5,3,490,8,11,2015,1,22,10,39.73783056,-75.566,3,1,0,1,99,99,99,99,99,99,WILMINGTON,Delaware,Dark,Clear,FALSE
5910,5911,10,100102,1,3,370,22,11,2015,1,1,47,39.71563056,-75.57473056,2,10,0,1,1,47,1,57,2,20,NEW CASTLE,Delaware,Dark,Unknown,FALSE
5911,5912,10,100103,1,3,8,20,11,2015,6,23,10,39.62886111,-75.66858056,2,1,0,1,23,11,23,15,88,88,BEAR,Delaware,Dark,Clear,FALSE
5912,5913,10,100104,2,5,60,20,11,2015,6,0,10,38.75453889,-75.5043,2,2,1,1,0,12,0,19,0,59,BRIDGEVILLE,Delaware,Dark,Rain,TRUE
5913,5914,10,100105,6,1,70,14,11,2015,7,10,34,39.09431111,-75.58103889,1,1,0,1,10,36,10,42,11,9,CAMDEN,Delaware,Daylight,Clear,FALSE
5914,5915,10,100106,5,5,330,14,11,2015,7,17,23,38.60331944,-75.23393889,2,1,0,1,17,26,17,34,18,35,MILLSBORO,Delaware,Dark,Clear,FALSE
5915,5916,10,100107,1,3,85,2,10,2015,6,0,2,39.80712778,-75.44927778,3,2,1,1,0,3,0,7,88,88,CLAYMONT,Delaware,Dark,Rain,TRUE
5916,5917,10,100108,1,1,450,29,9,2015,3,7,19,39.24790833,-75.62240833,1,10,0,1,7,22,7,29,8,0,SMYRNA,Delaware,Daylight,Unknown,FALSE
5917,5918,10,100109,3,3,490,27,9,2015,1,1,49,39.73142778,-75.68963333,2,1,1,1,1,51,1,54,2,22,WILMINGTON,Delaware,Dark,Clear,TRUE
5918,5919,10,100110,3,5,330,26,9,2015,7,5,29,38.58115833,-75.314475,2,1,0,1,5,33,5,41,6,41,MILLSBORO,Delaware,Dark,Clear,FALSE
5920,5921,10,100112,5,1,130,29,8,2015,7,15,11,39.15752222,-75.51225833,1,1,0,1,15,13,15,17,15,35,DOVER,Delaware,Daylight,Clear,FALSE
5921,5922,10,100113,3,5,260,14,9,2015,2,20,24,38.54255,-75.48298889,2,1,0,2,20,26,20,28,20,58,LAUREL,Delaware,Dark,Clear,FALSE
5922,5923,10,100114,2,5,330,12,9,2015,7,23,4,38.62883889,-75.16018889,2,10,1,1,23,5,23,7,23,51,MILLSBORO,Delaware,Dark,Unknown,TRUE
5923,5924,10,100115,3,5,60,11,9,2015,6,12,44,38.72221944,-75.55093056,1,1,0,1,12,46,12,54,13,30,BRIDGEVILLE,Delaware,Daylight,Clear,FALSE
5924,5925,10,100116,1,3,370,1,9,2015,3,21,33,39.67475,-75.58653056,2,1,0,1,21,33,21,39,21,58,NEW CASTLE,Delaware,Dark,Clear,FALSE
5925,5926,10,100117,1,3,490,19,8,2015,4,2,28,39.75623889,-75.53475,3,1,0,1,99,99,99,99,99,99,WILMINGTON,Delaware,Dark,Clear,FALSE
5926,5927,10,100118,3,5,260,9,8,2015,1,20,43,38.55498056,-75.53586111,2,1,0,1,20,44,20,51,21,17,LAUREL,Delaware,Dark,Clear,FALSE
5927,5928,10,100119,1,5,180,15,8,2015,7,3,32,38.50605,-75.23758889,2,1,0,1,3,44,3,52,88,88,FRANKFORD,Delaware,Dark,Clear,FALSE
5928,5929,10,100120,2,5,330,16,10,2015,6,19,48,38.62596111,-75.15748056,2,1,1,1,19,50,20,4,20,21,MILLSBORO,Delaware,Dark,Clear,TRUE
5929,5930,10,100121,1,3,490,22,1,2015,5,19,58,39.7545,-75.49836944,2,10,0,1,20,2,20,12,99,98,WILMINGTON,Delaware,Dark,Unknown,FALSE
5930,5931,10,100122,2,3,490,6,5,2015,4,0,18,39.74691111,-75.55841944,3,2,0,1,0,46,0,51,99,98,WILMINGTON,Delaware,Dark,Rain,FALSE
5931,5932,11,110001,1,1,10,30,1,2015,6,6,45,38.85143333,-76.97315278,1,1,0,1,6,47,6,56,7,24,WASHINGTON,District of Columbia,Daylight,Clear,FALSE
5932,5933,11,110002,3,1,10,23,2,2015,2,16,47,38.89978056,-77.01546667,1,1,0,1,16,56,16,56,17,18,WASHINGTON,District of Columbia,Daylight,Clear,FALSE
5933,5934,11,110003,3,1,10,22,3,2015,1,3,12,38.93142778,-76.95865556,3,1,1,1,3,17,3,23,3,42,WASHINGTON,District of Columbia,Dark,Clear,TRUE
5934,5935,11,110004,3,1,10,19,4,2015,1,20,0,38.87096111,-76.94239444,3,2,0,1,20,0,20,7,20,31,WASHINGTON,District of Columbia,Dark,Rain,FALSE
5935,5936,11,110005,1,1,10,28,4,2015,3,20,40,38.83576111,-76.98268056,1,1,0,1,20,42,99,99,99,99,WASHINGTON,District of Columbia,Daylight,Clear,FALSE
5936,5937,11,110006,1,1,10,11,6,2015,5,18,12,38.92255556,-77.073225,1,1,0,1,18,12,18,17,99,99,WASHINGTON,District of Columbia,Daylight,Clear,FALSE
5937,5938,11,110007,7,1,10,11,6,2015,5,23,43,38.86238889,-76.99767222,2,1,0,1,23,59,99,99,1,1,WASHINGTON,District of Columbia,Dark,Clear,FALSE
5938,5939,11,110008,1,1,10,15,6,2015,2,10,24,38.89265833,-76.94602222,1,1,0,1,10,27,10,51,11,13,WASHINGTON,District of Columbia,Daylight,Clear,FALSE
5939,5940,11,110009,1,1,10,10,6,2015,4,17,5,38.94508333,-77.07808611,1,1,0,1,17,8,17,10,17,23,WASHINGTON,District of Columbia,Daylight,Clear,FALSE
5940,5941,11,110010,1,1,10,5,7,2015,1,1,40,38.89815,-76.97168056,3,1,1,1,1,59,2,4,2,52,WASHINGTON,District of Columbia,Dark,Clear,TRUE
