S_No,State,ST_CASE,PERMVIT,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD,LGT_COND,WEATHER,DRUNK_DR,FATALS,Cname,Sname
2163,6,60038,1,73,3260,12,1,2015,2,11,20,32.58394722,-117.1023583,1,1,0,1,SAN DIEGO,California
2164,6,60039,2,67,3150,6,1,2015,3,20,13,38.65380556,-121.5314389,2,1,0,1,SACRAMENTO,California
2166,6,60041,3,37,3870,6,1,2015,3,21,0,33.80146111,-118.3451361,3,1,1,2,TORRANCE,California
2167,6,60042,1,61,3110,12,1,2015,2,17,36,38.7251,-121.2910167,2,1,0,1,ROSEVILLE,California
2169,6,60044,1,81,2625,7,1,2015,4,3,55,37.64726667,-122.4719333,3,1,1,1,PACIFICA,California
2170,6,60045,1,65,4197,13,1,2015,3,2,2,33.62891667,-117.2471528,2,1,0,1,WILDOMAR,California
2172,6,60047,1,73,3260,7,1,2015,4,17,20,33.02254444,-117.0701306,5,1,0,1,SAN DIEGO,California
2174,6,60049,3,67,3150,7,1,2015,4,23,48,38.54996944,-121.4737111,3,1,1,1,SACRAMENTO,California
2175,6,60050,1,59,880,13,1,2015,3,9,12,33.68556944,-117.8750833,1,1,0,1,COSTA MESA,California
2176,6,60051,3,59,880,8,1,2015,5,10,31,33.68007222,-117.8934,1,1,0,1,COSTA MESA,California
2177,6,60052,1,65,3070,14,1,2015,4,3,29,33.94874167,-117.356725,3,1,0,1,RIVERSIDE,California
2179,6,60054,2,37,1015,13,1,2015,3,22,36,33.99906944,-117.8539889,3,1,0,1,DIAMOND BAR,California
2181,6,60056,1,47,2150,14,1,2015,4,20,32,37.31911944,-120.4903861,3,5,0,1,MERCED,California
2183,6,60058,2,61,3110,8,1,2015,5,17,59,38.74855833,-121.27015,3,1,0,1,ROSEVILLE,California
2184,6,60059,2,73,3375,15,1,2015,5,4,42,33.13454444,-117.1271556,3,1,0,1,SAN MARCOS,California
2185,6,60060,8,37,1980,13,1,2015,3,20,50,34.13493889,-118.4721806,3,1,1,1,LOS ANGELES,California
2187,6,60062,1,85,3340,8,1,2015,5,18,3,37.31192222,-121.8696278,3,10,0,1,SAN JOSE,California
2188,6,60063,1,71,3210,13,1,2015,3,14,39,34.17095,-117.3336639,1,1,0,1,SAN BERNARDINO,California
2189,6,60064,1,37,1980,15,1,2015,5,7,25,33.98231944,-118.3089889,1,1,0,1,LOS ANGELES,California
2190,6,60065,1,73,3260,15,1,2015,5,15,54,32.74741389,-117.1512333,1,1,0,1,SAN DIEGO,California
2192,6,60067,2,37,2645,13,1,2015,3,6,10,34.58637778,-118.0584694,3,1,0,1,PALMDALE,California
2196,6,60071,2,65,850,11,1,2015,1,19,32,33.85085,-117.5869917,3,1,0,1,CORONA,California
2198,6,60073,3,71,3210,18,1,2015,1,20,14,34.0743,-117.2786917,3,1,1,1,SAN BERNARDINO,California
2199,6,60074,1,37,1840,13,1,2015,3,18,33,34.68045278,-118.1035917,3,1,0,1,LANCASTER,California
2201,6,60076,1,1,340,13,1,2015,3,18,43,37.87101111,-122.2775083,3,1,0,1,BERKELEY,California
2202,6,60077,1,59,3420,20,1,2015,3,6,6,33.72721111,-117.8641778,3,10,0,1,SANTA ANA,California
2203,6,60078,2,85,940,11,1,2015,1,99,99,37.32706944,-122.0080889,3,5,0,1,CUPERTINO,California
2206,6,60081,2,59,470,13,1,2015,3,19,44,33.8395,-117.9952,3,1,0,1,BUENA PARK,California
2207,6,60082,1,37,1700,19,1,2015,2,23,45,33.9614,-118.3700861,3,1,0,1,INGLEWOOD,California
2210,6,60085,1,65,1003,20,1,2015,3,12,19,33.95864444,-116.5012944,1,1,0,1,DESERT HOT SPRINGS,California
2212,6,60087,2,37,2870,14,1,2015,4,18,44,34.03952222,-117.8218306,3,1,0,1,POMONA,California
2213,6,60088,1,85,3340,18,1,2015,1,5,52,37.31406111,-121.7916333,3,1,0,1,SAN JOSE,California
2214,6,60089,2,97,3490,20,1,2015,3,14,28,38.43892778,-122.7150694,1,1,0,1,SANTA ROSA,California
2215,6,60090,1,37,2870,15,1,2015,5,13,50,34.07225,-117.7887389,1,1,0,1,POMONA,California
2217,6,60092,2,19,2690,21,1,2015,4,6,42,36.604925,-119.5381972,3,8,0,1,PARLIER,California
2221,6,60096,2,59,3420,21,1,2015,4,17,53,33.72738889,-117.9174611,3,1,0,1,SANTA ANA,California
2222,6,60097,1,37,1980,23,1,2015,6,0,5,33.98703333,-118.3997861,3,1,1,1,LOS ANGELES,California
2224,6,60099,1,59,880,22,1,2015,5,2,16,33.68666944,-117.8981194,2,10,1,1,COSTA MESA,California
2225,6,60100,1,73,3375,17,1,2015,7,7,5,33.13571944,-117.135,1,1,0,1,SAN MARCOS,California
2227,6,60102,2,67,3150,13,1,2015,3,18,9,38.48563056,-121.5056333,2,10,0,1,SACRAMENTO,California
2228,6,60103,1,85,2000,22,1,2015,5,1,23,37.23058889,-121.9502917,3,1,1,1,LOS GATOS,California
2229,6,60104,1,95,4010,16,1,2015,6,13,58,38.37491944,-121.9507111,1,10,0,1,VACAVILLE,California
2230,6,60105,2,71,3210,24,1,2015,7,2,5,34.13586667,-117.2610972,3,1,0,1,SAN BERNARDINO,California
2231,6,60106,4,71,2550,22,1,2015,5,18,42,34.03023889,-117.5803306,3,1,0,2,ONTARIO,California
2232,6,60107,1,7,660,16,1,2015,6,21,41,39.72192778,-121.8473111,3,10,0,1,CHICO,California
2233,6,60108,5,65,2327,24,1,2015,7,4,25,33.55243056,-117.1876167,2,1,1,1,MURRIETA,California
2235,6,60110,3,37,1980,17,1,2015,7,7,15,34.06291944,-118.3614,1,1,0,1,LOS ANGELES,California
2237,6,60112,3,65,1580,21,1,2015,4,17,29,33.74764722,-116.9486167,5,1,0,1,HEMET,California
2238,6,60113,2,85,3340,23,1,2015,6,18,19,37.24588333,-121.8748944,3,1,0,1,SAN JOSE,California
2241,6,60116,2,37,2870,22,1,2015,5,18,28,34.08884722,-117.7368083,3,1,0,1,POMONA,California
2247,6,60122,2,39,2050,22,1,2015,5,18,12,36.95951111,-120.0587583,3,1,0,1,MADERA,California
2248,6,60123,1,29,240,17,1,2015,7,17,11,35.37246944,-119.0028472,5,1,0,1,BAKERSFIELD,California
2249,6,60124,1,37,2645,17,1,2015,7,18,3,34.5802,-118.0703667,3,1,0,1,PALMDALE,California
2250,6,60125,1,37,1430,26,1,2015,2,2,58,34.18653889,-118.2175972,2,1,0,1,GLENDALE,California
2251,6,60126,3,59,1660,22,1,2015,5,14,39,33.72251389,-118.0414639,1,1,0,1,HUNTINGTON BEACH,California
2252,6,60127,1,71,1603,24,1,2015,7,12,38,34.40404722,-117.2855417,1,1,1,1,HESPERIA,California
2253,6,60128,3,77,3770,24,1,2015,7,6,57,38.00145833,-121.2840417,3,5,0,1,STOCKTON,California
2255,6,60130,2,37,1980,25,1,2015,1,0,15,34.27356944,-118.5927083,3,1,0,2,LOS ANGELES,California
2257,6,60132,1,99,2710,9,1,2015,6,19,30,37.471,-121.1284,2,1,1,1,PATTERSON,California
2258,6,60133,2,73,1200,24,1,2015,7,4,49,33.13841111,-117.0497944,3,1,0,1,ESCONDIDO,California
2259,6,60134,2,37,804,25,1,2015,1,23,12,34.0112,-118.1612111,6,1,0,1,COMMERCE,California
2263,6,60138,1,71,1305,26,1,2015,2,3,1,34.06701111,-117.4481667,3,10,0,1,FONTANA,California
2264,6,60139,1,65,2420,18,1,2015,1,0,56,33.93200833,-117.5498528,2,1,1,1,NORCO,California
2266,6,60141,1,37,4190,30,1,2015,6,17,13,33.96626111,-117.9989611,1,10,0,1,WHITTIER,California
2268,6,60143,3,71,790,26,1,2015,2,6,43,34.06881111,-117.3521139,1,10,0,1,COLTON,California
2273,6,60148,1,37,1150,28,1,2015,4,20,56,33.92363611,-118.3964167,2,1,0,1,EL SEGUNDO,California
2275,6,60150,3,85,3340,26,1,2015,2,12,1,37.29789722,-121.7967361,1,1,0,1,SAN JOSE,California
2277,6,60152,2,19,2690,29,1,2015,5,9,40,36.60931389,-119.5388111,1,5,0,1,PARLIER,California
2279,6,60154,1,89,2950,30,1,2015,6,5,25,40.53406944,-122.3843333,2,1,0,1,REDDING,California
2280,6,60155,1,37,2645,26,1,2015,2,19,4,34.56536944,-118.0451111,3,2,0,1,PALMDALE,California
2281,6,60156,2,59,1713,26,1,2015,2,22,55,33.63142222,-117.8177389,2,10,1,1,IRVINE,California
2282,6,60157,1,37,1716,30,1,2015,6,3,30,34.09299167,-117.9904611,2,10,0,1,IRWINDALE,California
2283,6,60158,3,107,4050,30,1,2015,6,17,4,36.33284444,-119.2977306,1,10,0,1,VISALIA,California
2284,6,60159,2,71,3210,26,1,2015,2,23,10,34.14658056,-117.3065472,3,2,0,1,SAN BERNARDINO,California
2285,6,60160,2,67,3150,31,1,2015,7,1,52,38.55968056,-121.4726861,3,1,1,1,SACRAMENTO,California
2288,6,60163,1,79,150,31,1,2015,7,22,42,35.10701944,-120.5615778,2,1,1,1,ARROYO GRANDE,California
2289,6,60164,3,85,3340,1,2,2015,1,1,55,37.34244167,-121.85505,2,1,1,3,SAN JOSE,California
2291,6,60166,2,59,470,31,1,2015,7,5,44,33.86548611,-117.99685,2,10,0,1,BUENA PARK,California
2292,6,60167,2,65,2278,31,1,2015,7,4,13,33.94383333,-117.28555,2,1,0,1,MORENO VALLEY,California
2294,6,60169,1,73,3260,4,2,2015,4,13,36,32.98078611,-117.2408278,1,1,0,1,SAN DIEGO,California
2295,6,60170,1,73,3260,31,1,2015,7,18,7,32.74956667,-117.0936333,3,10,0,1,SAN DIEGO,California
2297,6,60172,4,95,4010,31,1,2015,7,19,55,38.38538611,-121.933725,3,1,0,1,VACAVILLE,California
2298,6,60173,4,37,2260,27,1,2015,3,12,50,34.05139167,-118.1377917,1,1,0,1,MONTEREY PARK,California
2300,6,60175,4,73,3260,1,2,2015,1,14,11,32.91732778,-117.1175917,1,1,0,1,SAN DIEGO,California
2301,6,60176,1,59,1380,27,1,2015,3,13,53,33.85548333,-117.9384028,1,1,0,1,FULLERTON,California
2302,6,60177,1,85,2311,25,1,2015,1,2,20,37.36191111,-122.0628694,2,1,0,1,MOUNTAIN VIEW,California
2303,6,60178,2,37,2260,27,1,2015,3,15,10,34.04131944,-118.128975,1,1,0,1,MONTEREY PARK,California
2304,6,60179,1,29,3020,5,2,2015,5,2,11,35.61885556,-117.6473667,3,1,1,1,RIDGECREST,California
2305,6,60180,2,37,1840,1,2,2015,1,20,11,34.704275,-118.0911972,3,1,0,1,LANCASTER,California
2307,6,60182,1,67,3150,23,1,2015,6,23,36,38.62646944,-121.4276528,3,1,0,1,SACRAMENTO,California
2309,6,60184,1,37,1980,27,1,2015,3,18,30,33.99998889,-118.327325,3,1,0,1,LOS ANGELES,California
2310,6,60185,1,19,1370,2,2,2015,2,6,15,36.71450556,-119.7813944,2,1,0,1,FRESNO,California
2311,6,60186,6,37,120,3,2,2015,3,7,14,34.14486667,-118.0247389,1,1,0,1,ARCADIA,California
2312,6,60187,2,59,1713,2,2,2015,2,21,5,33.67730556,-117.7518278,3,1,1,2,IRVINE,California
2313,6,60188,2,37,1980,27,1,2015,3,19,50,34.16866667,-118.4155167,3,1,0,1,LOS ANGELES,California
2315,6,60190,3,71,3210,3,2,2015,3,18,39,34.12012222,-117.3138528,3,1,0,1,SAN BERNARDINO,California
2318,6,60193,3,37,1716,3,2,2015,3,14,15,34.11751111,-117.9744139,1,1,0,1,IRWINDALE,California
2320,6,60195,2,77,3770,15,1,2015,5,4,30,37.93573056,-121.3015889,3,5,1,1,STOCKTON,California
2324,6,60199,1,7,2600,30,1,2015,6,7,54,39.49807778,-121.5960722,1,1,0,1,OROVILLE,California
2325,6,60200,2,37,1980,7,2,2015,7,19,45,34.13765556,-118.4829028,3,1,0,1,LOS ANGELES,California
2327,6,60202,2,23,1220,23,1,2015,6,18,18,40.77453611,-124.1905222,2,1,0,1,EUREKA,California
2329,6,60204,2,85,2000,7,2,2015,7,23,45,37.24819444,-121.9603306,3,1,0,1,LOS GATOS,California
2333,6,60208,1,37,1980,8,2,2015,1,6,55,34.32628889,-118.4293778,1,1,1,1,LOS ANGELES,California
2334,6,60209,1,73,1080,3,2,2015,3,5,48,32.82757778,-116.9837833,3,1,0,1,EL CAJON,California
2336,6,60211,3,85,2182,4,2,2015,4,3,23,37.44468333,-121.9067972,3,1,0,1,MILPITAS,California
2338,6,60213,1,29,240,4,2,2015,4,7,13,35.39654167,-119.105275,1,1,0,1,BAKERSFIELD,California
2340,6,60215,2,61,3110,8,2,2015,1,17,40,38.78548056,-121.2821917,3,2,0,1,ROSEVILLE,California
2341,6,60216,2,71,3210,4,2,2015,4,12,33,34.14380833,-117.3224083,1,1,0,1,SAN BERNARDINO,California
2342,6,60217,3,37,602,8,2,2015,1,18,29,33.831675,-118.2745,3,1,0,1,CARSON,California
2343,6,60218,1,37,1980,9,2,2015,2,0,5,33.96509444,-118.4418028,2,5,0,1,LOS ANGELES,California
2344,6,60219,1,37,2970,4,2,2015,4,18,17,33.81924444,-118.3882833,3,1,0,1,REDONDO BEACH,California
2345,6,60220,2,37,1980,10,2,2015,3,6,0,33.96815833,-118.3090306,4,1,0,1,LOS ANGELES,California
2346,6,60221,1,83,1950,11,2,2015,4,0,16,34.660925,-120.4676,3,1,0,1,LOMPOC,California
2347,6,60222,2,59,1410,10,2,2015,3,16,38,33.77151111,-117.9947889,1,1,2,1,GARDEN GROVE,California
2348,6,60223,4,59,880,4,2,2015,4,19,1,33.6787,-117.9075,3,1,0,1,COSTA MESA,California
2351,6,60226,3,73,1820,11,2,2015,4,14,29,32.77696111,-117.0178306,1,1,0,1,LA MESA,California
2354,6,60229,1,71,3210,5,2,2015,5,9,49,34.07150833,-117.2610389,1,1,0,1,SAN BERNARDINO,California
2355,6,60230,1,59,1410,10,2,2015,3,18,55,33.77958333,-117.9754667,1,1,0,1,GARDEN GROVE,California
2356,6,60231,3,77,1190,12,2,2015,5,18,33,37.80629167,-120.9969583,3,1,0,1,ESCALON,California
2357,6,60232,2,37,1840,13,2,2015,6,11,0,34.63113056,-118.1920694,1,1,0,1,LANCASTER,California
2358,6,60233,1,53,3560,12,2,2015,5,20,0,36.59985278,-121.851675,3,1,0,1,SEASIDE,California
2359,6,60234,1,65,1003,13,2,2015,6,18,14,33.95410278,-116.4893778,3,1,0,1,DESERT HOT SPRINGS,California
2360,6,60235,1,99,2200,13,2,2015,6,20,29,37.63814444,-120.9471389,3,1,0,1,MODESTO,California
2361,6,60236,1,37,1970,13,2,2015,6,21,46,33.82276389,-118.2153667,3,1,0,1,LONG BEACH,California
2362,6,60237,2,37,1980,5,2,2015,5,12,30,34.04679722,-118.3860917,1,1,0,1,LOS ANGELES,California
2364,6,60239,1,37,1980,15,2,2015,1,9,30,34.02738056,-118.2103944,1,1,1,1,LOS ANGELES,California
2369,6,60244,1,59,3420,28,1,2015,4,22,10,33.70006944,-117.8824472,3,10,1,1,SANTA ANA,California
2370,6,60245,1,17,3697,13,2,2015,6,18,24,38.94476944,-119.9548194,3,1,0,1,SOUTH LAKE TAHOE,California
2372,6,60247,1,87,3450,5,2,2015,5,19,3,36.96180556,-122.0253444,3,1,1,1,SANTA CRUZ,California
2373,6,60248,9,37,1980,29,1,2015,5,15,15,33.79097778,-118.2665389,1,1,0,2,LOS ANGELES,California
2374,6,60249,1,67,712,14,2,2015,7,1,19,38.70109167,-121.2903361,3,1,0,1,CITRUS HEIGHTS,California
2375,6,60250,1,65,3070,5,2,2015,5,21,43,33.92845,-117.4533056,3,1,1,1,RIVERSIDE,California
2376,6,60251,7,59,3420,13,2,2015,6,23,46,33.70549722,-117.8546944,3,1,1,1,SANTA ANA,California
2377,6,60252,1,29,240,14,2,2015,7,14,47,35.40651111,-119.0482694,1,1,0,1,BAKERSFIELD,California
2378,6,60253,5,1,1364,6,2,2015,6,0,34,37.54145833,-122.0191222,2,1,1,1,FREMONT,California
2379,6,60254,1,59,3960,10,2,2015,3,7,26,33.74372778,-117.81655,1,1,0,1,TUSTIN,California
2380,6,60256,1,37,1980,15,2,2015,1,19,16,34.06179167,-118.249175,3,1,0,1,LOS ANGELES,California
2382,6,60258,3,73,710,3,2,2015,3,22,18,32.63416389,-117.0725611,3,1,0,1,CHULA VISTA,California
2384,6,60260,5,67,3150,14,2,2015,7,16,52,38.53689722,-121.4734167,1,1,0,1,SACRAMENTO,California
2387,6,60263,6,37,518,4,2,2015,4,15,3,34.159975,-118.6361889,1,1,0,1,CALABASAS,California
2390,6,60266,1,73,3260,18,2,2015,4,22,47,32.72938889,-117.2269583,3,1,1,1,SAN DIEGO,California
2391,6,60267,1,59,2560,17,2,2015,3,19,5,33.77323056,-117.8270028,3,1,0,1,ORANGE,California
2392,6,60268,1,65,2278,15,2,2015,1,18,42,33.86402222,-117.2088083,3,1,0,1,MORENO VALLEY,California
2394,6,60270,1,107,4050,19,2,2015,5,4,0,36.34183056,-119.2966583,3,5,0,1,VISALIA,California
2396,6,60272,1,29,240,17,2,2015,3,19,34,35.29868333,-119.0031361,3,1,0,1,BAKERSFIELD,California
2399,6,60275,1,37,2260,17,2,2015,3,19,34,34.04421944,-118.1638667,3,1,0,1,MONTEREY PARK,California
2400,6,60276,1,59,3420,18,2,2015,4,12,23,33.73835278,-117.8723111,1,1,1,1,SANTA ANA,California
2404,6,60280,1,37,1980,18,2,2015,4,15,15,34.27190556,-118.4846972,1,1,0,1,LOS ANGELES,California
2407,6,60283,3,53,2250,29,1,2015,5,18,25,36.61030833,-121.8577694,2,1,1,1,MONTEREY,California
2411,6,60287,1,95,4010,20,2,2015,6,13,56,38.36038056,-121.9498333,1,1,0,1,VACAVILLE,California
2412,6,60288,1,37,1840,14,2,2015,7,21,15,34.66022222,-118.1937056,3,1,0,1,LANCASTER,California
2414,6,60290,5,73,3260,15,2,2015,1,7,0,32.96610556,-117.2478556,1,1,1,1,SAN DIEGO,California
2415,6,60291,1,37,1840,19,2,2015,5,20,31,34.68941667,-118.1673222,3,1,0,1,LANCASTER,California
2417,6,60293,1,71,4040,18,2,2015,4,0,19,34.52372222,-117.3055944,3,1,0,1,VICTORVILLE,California
2419,6,60295,1,29,1000,15,2,2015,1,21,30,35.76135556,-119.2659389,2,1,1,1,DELANO,California
2420,6,60296,2,73,3375,18,2,2015,4,6,14,33.14020556,-117.1363167,4,5,1,1,SAN MARCOS,California
2421,6,60297,1,47,190,24,1,2015,7,23,51,37.35415833,-120.5958861,3,1,0,1,ATWATER,California
2422,6,60298,1,59,1660,15,2,2015,1,21,45,33.66086667,-118.0071611,3,1,1,1,HUNTINGTON BEACH,California
2423,6,60299,2,59,80,18,2,2015,4,6,21,33.83703889,-117.9760222,4,10,0,1,ANAHEIM,California
2427,6,60303,2,89,2950,21,2,2015,7,3,20,41.184525,-122.2887083,2,1,1,1,REDDING,California
2428,6,60304,2,65,612,21,2,2015,7,3,8,33.86001111,-116.4767028,2,1,1,1,CATHEDRAL CITY,California
2431,6,60307,1,65,3070,16,2,2015,2,2,49,33.90152778,-117.4635528,3,1,0,1,RIVERSIDE,California
2432,6,60308,1,85,2311,16,2,2015,2,9,23,37.42158056,-122.0967972,1,1,0,1,MOUNTAIN VIEW,California
2433,6,60309,3,71,1947,22,2,2015,1,0,46,34.06668889,-117.2497194,3,10,1,1,LOMA LINDA,California
2438,6,60314,1,111,4027,20,2,2015,6,21,31,34.29044167,-119.2970556,3,1,1,1,VENTURA,California
2439,6,60315,1,37,1150,21,2,2015,7,23,2,33.92204167,-118.3784278,3,1,0,1,EL SEGUNDO,California
2442,6,60318,3,25,1090,13,2,2015,6,18,2,32.81109167,-115.5696333,3,1,0,1,EL CENTRO,California
2443,6,60319,1,37,2645,21,2,2015,7,20,39,34.57952222,-118.1122833,3,1,0,1,PALMDALE,California
2446,6,60322,2,65,850,20,2,2015,6,19,30,33.87921111,-117.5587444,3,10,1,1,CORONA,California
2448,6,60324,1,59,3420,18,2,2015,4,22,44,33.75563333,-117.8342111,3,1,0,1,SANTA ANA,California
2450,6,60326,3,73,560,16,2,2015,2,3,10,33.10596389,-117.31205,3,1,0,1,CARLSBAD,California
2453,6,60329,1,81,2140,23,2,2015,2,16,46,37.45373889,-122.1806028,1,1,0,1,MENLO PARK,California
2458,6,60334,6,37,1015,16,2,2015,2,12,20,33.97383889,-117.8445889,1,1,0,1,DIAMOND BAR,California
2460,6,60336,2,37,1980,24,2,2015,3,17,0,34.09734167,-118.2461361,5,1,0,1,LOS ANGELES,California
2461,6,60337,2,67,3150,24,2,2015,3,20,2,38.61296111,-121.4928583,3,1,0,1,SACRAMENTO,California
2462,6,60338,3,81,4259,16,2,2015,2,15,17,37.43947222,-122.2640333,1,1,0,1,WOODSIDE,California
2465,6,60341,1,37,1980,26,2,2015,5,19,10,33.99830833,-118.4149889,3,1,0,1,LOS ANGELES,California
2469,6,60345,1,67,1300,26,2,2015,5,20,30,38.63368333,-121.1508417,2,1,0,1,FOLSOM,California
2470,6,60346,1,65,3851,27,2,2015,6,1,15,33.51925,-117.1358194,3,1,1,1,TEMECULA,California
2471,6,60347,2,107,1010,24,2,2015,3,21,10,36.55414444,-119.3769083,3,1,0,1,DINUBA,California
2473,6,60349,1,71,2550,26,2,2015,5,2,7,34.01903889,-117.5711167,3,1,1,1,ONTARIO,California
2474,6,60350,3,97,3490,28,2,2015,7,1,31,38.41361667,-122.7163417,3,1,1,1,SANTA ROSA,California
2475,6,60351,1,73,3260,17,2,2015,3,2,8,32.72051111,-117.1038194,2,10,1,1,SAN DIEGO,California
2476,6,60352,1,37,2700,22,2,2015,1,1,17,34.11875556,-118.131775,3,1,1,1,PASADENA,California
2477,6,60353,2,29,240,27,2,2015,6,16,53,35.38568889,-118.8952111,1,10,1,1,BAKERSFIELD,California
2478,6,60354,1,37,1695,1,3,2015,1,1,44,34.02353056,-117.9604806,3,10,1,1,INDUSTRY,California
2481,6,60357,2,73,1182,1,3,2015,1,6,47,33.02359167,-117.2735639,4,2,0,1,ENCINITAS,California
2482,6,60358,1,81,970,25,2,2015,4,5,59,37.69763333,-122.464425,3,1,0,1,DALY CITY,California
2483,6,60359,5,37,2749,15,2,2015,1,20,1,33.97335556,-118.11285,3,1,0,1,PICO-RIVERA,California
2484,6,60360,2,59,1660,4,3,2015,4,14,43,33.70119167,-117.9876833,1,1,1,1,HUNTINGTON BEACH,California
2485,6,60361,1,37,1980,26,2,2015,5,2,5,34.24275833,-118.59885,3,1,0,2,LOS ANGELES,California
2486,6,60362,1,37,930,24,2,2015,3,6,0,34.010025,-118.4056917,3,1,0,1,CULVER CITY,California
2494,6,60370,1,31,1880,6,3,2015,6,21,8,36.31452778,-119.7774806,3,1,0,1,LEMOORE,California
2495,6,60371,8,85,3340,28,2,2015,7,19,10,37.33995833,-121.8215222,3,2,0,1,SAN JOSE,California
2498,6,60374,1,37,1980,27,2,2015,6,20,20,34.20843889,-118.3845028,3,1,0,1,LOS ANGELES,California
2499,6,60375,2,65,2278,27,2,2015,6,23,35,33.93118611,-117.1734611,2,10,1,1,MORENO VALLEY,California
2500,6,60376,1,5,1740,1,3,2015,1,15,40,38.34555278,-120.7711667,1,1,0,1,JACKSON,California
2501,6,60377,5,37,4120,27,2,2015,6,23,55,34.12085278,-117.8838861,2,10,0,1,WEST COVINA,California
2503,6,60379,3,37,4120,13,2,2015,6,22,46,34.04465833,-117.8972056,3,1,1,1,WEST COVINA,California
2505,6,60381,4,37,1980,4,3,2015,4,2,45,34.32184444,-118.4975083,2,1,0,1,LOS ANGELES,California
2507,6,60383,2,65,2650,4,3,2015,4,11,4,33.85215,-116.5281528,1,1,0,1,PALM SPRINGS,California
2508,6,60384,1,59,972,7,3,2015,7,6,14,33.47579444,-117.6901194,4,1,0,1,DANA POINT,California
2509,6,60385,2,73,3260,4,3,2015,4,22,20,32.81906667,-117.1154806,3,1,1,1,SAN DIEGO,California
2510,6,60386,1,13,3010,1,3,2015,1,20,5,37.94984167,-122.3330333,3,1,0,1,RICHMOND,California
2511,6,60387,1,37,3870,21,1,2015,4,12,1,33.827275,-118.37075,1,1,0,1,TORRANCE,California
2513,6,60389,1,73,3260,2,3,2015,2,6,25,32.72095556,-117.2456167,4,10,0,1,SAN DIEGO,California
2516,6,60392,1,37,1840,5,3,2015,5,20,49,34.66023056,-118.1878361,3,1,0,1,LANCASTER,California
2518,6,60394,2,29,240,9,3,2015,2,6,11,35.39692778,-118.9132833,2,1,0,1,BAKERSFIELD,California
2519,6,60395,1,37,1430,8,3,2015,1,1,13,34.14899722,-118.2275583,3,1,1,1,GLENDALE,California
2520,6,60396,1,95,1260,2,3,2015,2,0,43,38.27271667,-122.0102139,2,1,0,1,FAIRFIELD,California
2521,6,60397,1,37,1980,9,3,2015,2,19,45,34.05225833,-118.2101806,3,1,0,1,LOS ANGELES,California
2522,6,60398,1,37,1980,23,2,2015,2,4,34,34.03396111,-118.2200333,3,10,0,1,LOS ANGELES,California
2524,6,60400,2,73,3260,2,3,2015,2,0,55,32.70023056,-117.0945889,2,2,1,1,SAN DIEGO,California
2525,6,60401,1,77,3770,8,3,2015,1,9,30,38.00829444,-121.3194417,1,1,0,1,STOCKTON,California
2527,6,60403,1,37,4120,23,1,2015,6,20,10,34.05143333,-117.9508417,3,1,0,1,WEST COVINA,California
2528,6,60404,1,37,1980,5,3,2015,5,20,45,34.06323611,-118.3639139,3,1,0,1,LOS ANGELES,California
2530,6,60406,5,67,3150,6,3,2015,6,20,6,38.62864444,-121.4318083,3,1,0,1,SACRAMENTO,California
2531,6,60407,1,111,3641,2,3,2015,2,5,5,34.27813889,-118.6597194,2,10,0,1,SIMI VALLEY,California
2532,6,60408,2,59,3760,2,2,2015,2,17,41,33.78973056,-117.99285,5,1,0,1,STANTON,California
2533,6,60409,2,37,1430,6,3,2015,6,16,54,34.14807778,-118.2378556,1,1,0,1,GLENDALE,California
2534,6,60410,1,75,3290,2,3,2015,2,12,34,37.76853611,-122.4156083,1,1,0,1,SAN FRANCISCO,California
2535,6,60411,1,99,2200,11,3,2015,4,4,30,37.66690278,-121.0327417,2,10,1,1,MODESTO,California
2537,6,60413,1,29,240,2,3,2015,2,19,52,35.3539,-119.0065861,5,2,0,1,BAKERSFIELD,California
2538,6,60414,3,65,3070,11,3,2015,4,0,0,33.92564722,-117.3395722,3,1,2,2,RIVERSIDE,California
2542,6,60418,1,37,602,18,2,2015,4,21,58,33.84746944,-118.264275,2,1,0,1,CARSON,California
2545,6,60421,2,99,2200,2,3,2015,2,22,58,37.6852,-121.0553611,2,1,0,1,MODESTO,California
2549,6,60425,2,109,3670,7,3,2015,7,20,5,37.97985278,-120.3891028,2,1,0,1,SONORA,California
2551,6,60427,4,71,3210,8,3,2015,1,17,1,34.09831389,-117.2579917,1,1,0,1,SAN BERNARDINO,California
2554,6,60430,4,37,1980,10,3,2015,3,8,20,34.08754722,-118.1747944,1,1,0,1,LOS ANGELES,California
2555,6,60431,1,95,1260,10,3,2015,3,22,15,38.25453889,-122.0498278,3,1,0,1,FAIRFIELD,California
2558,6,60435,4,71,4000,7,3,2015,7,0,39,34.10623611,-117.6513389,3,1,0,1,UPLAND,California
2559,6,60436,1,59,1345,9,2,2015,2,18,0,33.71633333,-117.9327694,3,1,0,1,FOUNTAIN VALLEY,California
2561,6,60438,1,37,2054,10,3,2015,3,5,39,34.02249444,-118.7904583,3,1,0,1,MALIBU,California
2562,6,60439,1,37,1980,10,3,2015,3,21,0,34.03380556,-118.2808306,3,1,0,1,LOS ANGELES,California
2563,6,60440,1,113,4163,13,3,2015,6,7,30,38.50393056,-121.560175,1,1,1,1,WEST SACRAMENTO,California
